id	effectiveTime	active	moduleId	refsetId	referencedComponentId	sourceEffectiveTime	targetEffectiveTime
933FB057-B31C-4685-85C6-D2937CEE65C4	20230818	1	999000011000230102	900000000000534007	999000021000000109	20230818	20230607
933FB057-B31C-4685-85C6-D2937CEE65C4	20231012	1	999000011000230102	900000000000534007	999000021000000109	20231012	20230802
933FB057-B31C-4685-85C6-D2937CEE65C4	20231127	1	999000011000230102	900000000000534007	999000021000000109	20231127	20230802
933FB057-B31C-4685-85C6-D2937CEE65C4	20231229	1	999000011000230102	900000000000534007	999000021000000109	20231229	20230927
933FB057-B31C-4685-85C6-D2937CEE65C4	20240215	1	999000011000230102	900000000000534007	999000021000000109	20240215	20231122
933FB057-B31C-4685-85C6-D2937CEE65C4	20240501	1	999000011000230102	900000000000534007	999000021000000109	20240501	20231122
933FB057-B31C-4685-85C6-D2937CEE65C4	20240531	1	999000011000230102	900000000000534007	999000021000000109	20240531	20240410
933FB057-B31C-4685-85C6-D2937CEE65C4	20241205	1	999000011000230102	900000000000534007	999000021000000109	20241205	20240925
933FB057-B31C-4685-85C6-D2937CEE65C4	20250521	1	999000011000230102	900000000000534007	999000021000000109	20250521	20240925
933FB057-B31C-4685-85C6-D2937CEE65C4	20250627	1	999000011000230102	900000000000534007	999000021000000109	20250627	20250604
933FB057-B31C-4685-85C6-D2937CEE65C4	20250904	1	999000011000230102	900000000000534007	999000021000000109	20250904	20250730
933FB057-B31C-4685-85C6-D2937CEE65C4	20250912	1	999000011000230102	900000000000534007	999000021000000109	20250912	20250730
933FB057-B31C-4685-85C6-D2937CEE65C4	20251211	1	999000011000230102	900000000000534007	999000021000000109	20251211	20251119
A299744A-50F8-4191-83DD-6EDA6B9A9187	20230718	1	999000011000230102	900000000000534007	1326031000000103	20230718	20230412
A299744A-50F8-4191-83DD-6EDA6B9A9187	20230818	1	999000011000230102	900000000000534007	1326031000000103	20230818	20230607
A299744A-50F8-4191-83DD-6EDA6B9A9187	20231012	1	999000011000230102	900000000000534007	1326031000000103	20231012	20230802
A299744A-50F8-4191-83DD-6EDA6B9A9187	20231127	1	999000011000230102	900000000000534007	1326031000000103	20231127	20230802
A299744A-50F8-4191-83DD-6EDA6B9A9187	20231229	1	999000011000230102	900000000000534007	1326031000000103	20231229	20230731
BF5660BD-B82F-4557-89BC-8F469415F667	20200427	1	999000011000230102	900000000000534007	900000000000207008	20200427	20180731
BF5660BD-B82F-4557-89BC-8F469415F667	20200507	1	999000011000230102	900000000000534007	900000000000207008	20200507	20180731
BF5660BD-B82F-4557-89BC-8F469415F667	20200521	1	999000011000230102	900000000000534007	900000000000207008	20200521	20180731
BF5660BD-B82F-4557-89BC-8F469415F667	20200608	1	999000011000230102	900000000000534007	900000000000207008	20200608	20180731
BF5660BD-B82F-4557-89BC-8F469415F667	20200618	1	999000011000230102	900000000000534007	900000000000207008	20200618	20180731
BF5660BD-B82F-4557-89BC-8F469415F667	20200715	1	999000011000230102	900000000000534007	900000000000207008	20200715	20180731
BF5660BD-B82F-4557-89BC-8F469415F667	20200812	1	999000011000230102	900000000000534007	900000000000207008	20200812	20190731
BF5660BD-B82F-4557-89BC-8F469415F667	20200909	1	999000011000230102	900000000000534007	900000000000207008	20200909	20190731
BF5660BD-B82F-4557-89BC-8F469415F667	20201016	1	999000011000230102	900000000000534007	900000000000207008	20201016	20190731
BF5660BD-B82F-4557-89BC-8F469415F667	20201223	1	999000011000230102	900000000000534007	900000000000207008	20201223	20200731
BF5660BD-B82F-4557-89BC-8F469415F667	20210127	1	999000011000230102	900000000000534007	900000000000207008	20210127	20200731
BF5660BD-B82F-4557-89BC-8F469415F667	20210224	1	999000011000230102	900000000000534007	900000000000207008	20210224	20200731
BF5660BD-B82F-4557-89BC-8F469415F667	20210315	1	999000011000230102	900000000000534007	900000000000207008	20210315	20200731
BF5660BD-B82F-4557-89BC-8F469415F667	20210331	1	999000011000230102	900000000000534007	900000000000207008	20210331	20200731
BF5660BD-B82F-4557-89BC-8F469415F667	20210423	1	999000011000230102	900000000000534007	900000000000207008	20210423	20200731
BF5660BD-B82F-4557-89BC-8F469415F667	20210521	1	999000011000230102	900000000000534007	900000000000207008	20210521	20200731
BF5660BD-B82F-4557-89BC-8F469415F667	20210707	1	999000011000230102	900000000000534007	900000000000207008	20210707	20210131
BF5660BD-B82F-4557-89BC-8F469415F667	20210817	1	999000011000230102	900000000000534007	900000000000207008	20210817	20210131
BF5660BD-B82F-4557-89BC-8F469415F667	20210914	1	999000011000230102	900000000000534007	900000000000207008	20210914	20210131
BF5660BD-B82F-4557-89BC-8F469415F667	20211027	1	999000011000230102	900000000000534007	900000000000207008	20211027	20210131
BF5660BD-B82F-4557-89BC-8F469415F667	20211115	1	999000011000230102	900000000000534007	900000000000207008	20211115	20210929
BF5660BD-B82F-4557-89BC-8F469415F667	20211221	1	999000011000230102	900000000000534007	900000000000207008	20211221	20210131
BF5660BD-B82F-4557-89BC-8F469415F667	20220309	1	999000011000230102	900000000000534007	900000000000207008	20220309	20210131
BF5660BD-B82F-4557-89BC-8F469415F667	20220407	1	999000011000230102	900000000000534007	900000000000207008	20220407	20210131
BF5660BD-B82F-4557-89BC-8F469415F667	20220429	1	999000011000230102	900000000000534007	900000000000207008	20220429	20210131
BF5660BD-B82F-4557-89BC-8F469415F667	20220722	1	999000011000230102	900000000000534007	900000000000207008	20220722	20210731
